dem_no,dem_str,dem_kind,dem_judgement,dem_title,dem_note,dem_subject,dem_jomun
167470,"조심2018전4300","심판","기각","양도주택에 대해 1세대 1주택 비과세 요건을 충족하지 못하였다고 보아 청구인에게 이 건 양도소득세를 과세한 처분의 당부"," 쟁점부동산은 언제든지 주거용으로 사용될 수 있도록 전기레인지, 냉장고, 에어컨, TV 등이 설비되어 있는 점, 양도주택의 양도일 현재 쟁점부동산의 입주자 관리카드에는 주거용으로 임대한 것으로 기록되어 있고, 실제 입주자 ○○○은 쟁점부동산에 주민등록이 되어 있었으며 확정일자를 받은 사실이 있는 점 등에 비추어 처분청이 양도주택 양도 당시 쟁점부동산을 주택으로 보아 양도주택에 대한 1세대 1주택 비과세 적용을 배제하고 청구인에게 이 건 양도소득세를 과세한 처분은 잘못이 없음
"," 1세대 1주택 비과세, 주택여부","소득세법 제89조 / 소득세법 시행령제154조"
167469,"조심2018서4531","심판","기각","청구인이 쟁점사업장의 실사업자가 아니라 명의상 사업자라는 청구주장의 당부","20**년 제*기 부가가치세 경정청구 거부처분에 대한 심판청구에 대하여 법정신고기한이 지난 후 5년을 경과하여 제기한 경정청구에 대한 거부로 이는 단순한 민원회신에 불과하여 부적법한 청구에 해당함. 한편, 그 외 경정청구 거부처분에 대한 심판청구에 대하여는 쟁점사업장에 대한 임대차계약서, 관광사업등록증의 명의가 청구인이고, 쟁점사업장에서 청구인 명의의 금융계좌가 사용된 점, 청구인이 실제 대표자라고 주장하는 자는 여행업에 경험이 없어 쟁점사업장을 전적으로 경영하였을 것으로 보기 어려운 점 등에 비추어 청구인을 쟁점사업장의 실사업자로 보아 경정청구를 거부한 이 건 처분은 잘못이 없음","여행, 실제, 대표자","국세기본법 제14조"
167468,"조심2018전4317","심판","기각","부동산 매매계약에 따라 잔금청산 및 소유권이전등기를 경료하였다고 동 계약을 합의해제하고 당초 소유권이전등기를 말소한 경우 양도소득세 과세대상에 해당하는지 여부","이 건의 경우 합의해제의 사유 등이 명확하지 아니하고, 당초 매매로 인한 소유권이전등기일로부터 약 *년 **개월이 경과한 시점에서야 합의해제를 원인으로 당초 소유권이전등기가 말소(환원)된 것으로 나타나는 점, 이 건은 선행계약과 관련된 조건이 이행되지 아니하면 나머지를 체결하지 아니하겠다는 것으로 잔금청산 및 소유권이전이 별개로 진행되는 등 통상적인 상대방의 채무불이행으로 인한 합의해제와는 그 형태가 다른 점 등에 비추어 쟁점계약이 합의해제가 되었다고 보기는 어려우므로 쟁점토지가 유상이전되어 양도소득세 과세대상에 해당한다고 보아 경정청구를 거부한 이 건 처분은 잘못이 없음","매매계약, 해제, 양도","법인세법 제67조"
167467,"조심2018중2874","심판","기각","탈세제보 포상금 지급대상인지 여부","청구인이 한 탈세제보는 OOO이 8년 이상 자경을 하지 않았다는 제보일 뿐, 처분청이 양도소득세를 용이하게 과세할 수 있도록 구체적인 사실을 기재한 자료 또는 장부․증빙에는 해당하지 아니한바, 위 제보 자체를 포상금의 지급대상인 “중요한 자료”로 보기 어려운 점 등에 비추어 처분청이 청구인의 제보가 포상금지급대상이 아니라고 보아 포상금의 지급을 거부한 통지는 달리 잘못이 없음"," 탈세제보, 중요한 자료","국세기본법 제84조의2"
167466,"조심2018서4406","심판","기각","피상속인이 공사계약을 체결하고 동 공사를 완료하기 전에 지급한 계약금 및 중도금이 선급금으로서 상속재산에 포함되는지 여부","이 건 공사는 역무의 제공이 완료되는 때를 공급시기로 보아야 하므로 쟁점금액을 선급금으로 봄이 타당한 점, 청구인도 상속세 신고시 처분청과 동일한 방법을 적용하여 쟁점상가를 xxx백만원으로 평가한 것으로 나타나는 점 등에 비추어 쟁점금액을 선급금으로서 상속재산에 포함하는 것이 타당하다고 할 것 임"," 무납부고지, 선급금, 리모델링","상속세 및 증여세법 제61조"
167465,"조심2017서1373","심판","기각","구주가 과세대상이 아니므로 균등유상증자 신주의 상장차익에 대하여 증여세를 과세한 처분은 부당하다는 청구주장의 당부 등","청구인들은 부친 ooo로부터 현금 xxx백만원을 증여받아 동 금액을 재원으로 하여 쟁점비상장주식을 취득한 점, 쟁점비상장법인이 쟁점상장법인과 합병함에 따라 청구인들에게 일정 기준을 초과하는 합병상장차익이 발생한 점, 청구인들은 이 건 합병 이전의 유상증자시 쟁점비상장주식을 1주당 xxx원에 취득한 것으로 나타나는 점 등에 비추어 청구주장을 받아들이기 어려움"," 상장차익, 유상증자, 합병","상속세 및 증여세법 제41조의5"
167464,"조심2018중3930","심판","기각","쟁점토지를 양도일 현재 축사용지로 볼 수 있는지 여부","청구인이 축산업을 영위하였음을 입증하기 위하여 제시한 증빙자료 대부분이 20**년까지의 자료로 그 이후부터 양도일까지의 기간을 입증할 수 있는 자료는 제시되지 아니하였고,쟁점토지의 항공사진을 살펴보더라도 축사 또는 창고로 보이는 건물 1동이 소재하고 있고 동 토지 및 그 연접한 토지상에 재활용폐자원 등으로 보이는 것이 적치되어 있는 모습이 촬영되어 있으나, 사료용 작물을 재배하는 초지는 발견되지 아니하는 점 등에 비추어 쟁점토지 양도에 대하여 축사용지에 대한 양도소득세 감면을 적용하지 아니하여 양도소득세를 과세한 이 건 처분은 잘못이 없음","축사용지, 감면","조세특례제한법 제69조의2"
167463,"조심2018서3678","심판","기각","연부연납기한까지 납세고지서를 발부받지 못한 것은 가산세를 감면할 정당한 사유에 해당한다는 청구주장의 당부","청구인은 증여세 신고와 동시에 연부연납허가 절차가 진행되었으므로 청구인은 연부연납허가통지 내용을 숙지하여 납부기한 내에 연납세액을 자진납부 하여야 하는 점, 연부연납이 허가된 증여세 등에 대하여 납세고지를 하는 것은 특정 연부연납세액에 관하여 납부하여야할 세액과 그 납부기한을 알려주고 그 조세채무의 이행을 명하는 징수행위에 불과한 점 등에 비추어 청구주장을 받아들이기 어려움"," 연부연납, 가산세, 정당한 사유","상속세 및 증여세법 제71조"
167462,"조심2018서3579","심판","취소","1세대 1주택 비과세 규정을 배제하여 청구인에게 양도소득세를 과세한 처분의 당부","◎◎◎은 쟁점주택 양도당시 30세 이상으로 청구인 부부와 별도의 고정수입이 있었으며, 청구인 부부도 고정수입이 있는 것으로 확인되는 점,처분청은 아들이 청구인의 배우자에게 송금한 금액을 근거로 청구인과 아들이 생계를 같이하는 것으로 보았으나, 이는 아들의 결혼자금 마련 등을 위해 대신 관리해 준 것이라고 조세심판관회의에서 진술을 하였고, 모친이 아들의 채무를 변제하고 저축한 금액과 비슷한 것으로 확인되는 점 등에 비추어 청구인과 청구인의 아들을 동일세대로 보아 1세대 1주택 비과세 대상에서 배제하여 양도소득세를 과세한 이 건 처분은 잘못이 있음","1세대, 1주택, 비과세, 동일 세대","소득세법 제89조"
167461,"조심2018관0166","심판","취소"," 원산지증명서의 일부 내용에 대한 수정이 원산지증명서의 유효기간이 경과한 이후에 이루어졌다는 이유로 협정관세 적용을 배제한 처분의 당부 등"," 한-아세안 FTA 원산지증명 운영절차 제10조에서 원산지증명서 재발급의 경우 본래 발급된 원산지증명서를 발급한 날부터 12개월 이내에 제출하도록 규정하고 있으나, 이는 특혜관세대우 신청 목적상 제출기한을 의미하는 것으로 보이고, 경정청구제도의 취지 및 부과제척기간과의 형평 등에 비추어 볼 때 원산지증명서가 최초 발급일부터 12개월이 경과하여 수정되었다는 이유로 협정관세 적용을 배제하고 관세 등을 과세한 이 건 처분은 잘못이라고 판단됨"," FTA, 아세안, 원산지증명서, 수정기한"," 「자유무역협정의 이행을 위한 관세법의 특례에 관한 법률」 제10조"
167454,"조심2017전4028","심판","경정","청구법인이 20xx년도에 기말재고 누락으로 익금산입된 금액을 20△△사업연도에 매출원가에 가산하고 해당금액에 대응되는 매출액을 신고누락하였는지 여부 등","수불과정의 착오로 장부상 기말재고 수량을 누락하였다면 당연히 다음 사업연도 기초재고 증가로 이어져야 하는 점, 청구법인은 실지재고조사법으로 재고수량을 파악하고 선입선출법에 의하여 원가흐름을 가정하여 재고자산을 평가하고 있는 것으로 나타나는 점, 조사청이 실시한 청구법인에 대한 현장확인결과 무자료 매입혐의를 발견하지 못한 점 등에 비추어 볼 때, 전년도 연도말 재고자산 과소계상은 자동상쇄 오류에 불과한 것임에도 전기이월 재고자산을 매출누락한 것으로 판단하여 법인세를 과세한 처분은 잘못이 있음"," 명의위장, 매출누락, 실질과세","법인세법 제66조"
167453,"조심2018서2750","심판","기각","은행 등이 보험대리점 업무를 수행하고 받은 보험수수료가 교육세 과세표준에 포함되는지 여부","순자산을 증가시키는 거래로 인하여 발생한 수익금액으로서 「교육세법」제5조 제3항 및 같은 법 시행령 제4조 제1항 각 호에 해당하는 금융․보험업자의 수익금액인 쟁점보험수수료는 원칙적으로 교육세 과세표준에 산입하는 것으로 해석함이 합리적인 점, 금융․보험업자에 대한 교육세는 부가가치세가 과세되지 않는 금융․보험업자에 대하여 수익금액의 1천분의 5를 부과하는 것으로서, 쟁점보험수수료는 「부가가치세법 시행령」제40조 제1항 제8호에 따라 부가가치세가 과세되지 않는 보험업에 해당하므로 교육세를 과세함이 교육세의 입법취지 등에 부합하는 점 등에 비추어 쟁점보험수수료는 교육세 과세표준에 포함된다고 보는 것이 타당함"," 교육세, 납세의무자, 보험대리점업, 은행업","교육세법 제3조"
167452,"조심2018서2763","심판","기각","은행 등이 보험대리점 업무를 수행하고 받은 보험수수료가 교육세 과세표준에 포함되는지 여부","순자산을 증가시키는 거래로 인하여 발생한 수익금액으로서 「교육세법」제5조 제3항 및 같은 법 시행령 제4조 제1항 각 호에 해당하는 금융․보험업자의 수익금액인 쟁점보험수수료는 원칙적으로 교육세 과세표준에 산입하는 것으로 해석함이 합리적인 점, 금융․보험업자에 대한 교육세는 부가가치세가 과세되지 않는 금융․보험업자에 대하여 수익금액의 1천분의 5를 부과하는 것으로서, 쟁점보험수수료는 「부가가치세법 시행령」제40조 제1항 제8호에 따라 부가가치세가 과세되지 않는 보험업에 해당하므로 교육세를 과세함이 교육세의 입법취지 등에 부합하는 점 등에 비추어 쟁점보험수수료는 교육세 과세표준에 포함된다고 보는 것이 타당함"," 교육세, 납세의무자, 보험대리점업, 은행업","교육세법 제3조"
